id,sloka,translation,Unnamed: 3
449,bhūnimbakaṭukāvyoṣamustakendrayavān samān|  dvau citrakādvatsakatvagbhāgān ṣoḍaśa cūrṇayet||132||  guḍaśītāmbunā pītaṃ grahaṇīdoṣagulmanut|  kāmalājvarapāṇḍutvamehārucyatisāranut||133||  iti bhūnimbādyaṃ cūrṇam,"Consisting of sixteen parts, the mixture is made with two citraka seeds and a portion equal to that of Indra, along with nimba, bitter katuka, ōṣa, and mustaka. Additionally, it includes pīta, formed from guḍa, śīta, ambu, and eliminates the impurities of grahaṇī, dosas, and gulma. This mixture, beginning with bhū, is also known to counter kāma, jvara, pāṇḍutva, meha, aruci, and atisāra.",
450,vacāmativiṣāṃ pāṭhāṃ saptaparṇaṃ rasāñjanam|  syonākodīcyakaṭvaṅgavatsakatvagdurālabhāḥ||134||  dārvīṃ parpaṭakaṃ pāṭhāṃ yavānīṃ madhuśigrukam|  paṭolapatraṃ siddhārthān yūthikāṃ jātipallavān||135||  jambvāmrabilvamadhyāni nimbaśākaphalāni ca|  tadrogaśamamanvicchan bhūnimbādyena yojayet||136||,"Consider the sequence of words as the preeminent path among the various speech paths. Gather the seven-leaved one (Saptaparṇa), and color it with the juices of Syonāka, Dīcyaka, Kaṭu, Vatsaka, and Durālabha.

Prepare the Darvi and Parpaṭaka paths, as well as Yavānī mixed with Madhu and Śigru. Utilize Patola leaves, Tram leaves, and Siddhārtha fruits to alleviate diseases and soothe the mind.

Gather fresh Jambu, Āmra, Bilva, Nimba, and Śāka fruits for this purpose. Apply these individually or combined as required to pacify disorders and promote tranquility.",
451,kirātatiktaḥ ṣaḍgranthā trāyamāṇā kaṭutrikam|  candanaṃ padmakośīraṃ dārvītvak kaṭurohiṇī||137||  kuṭajatvakphalaṃ mustaṃ yavānī devadāru ca|  paṭolanimbapatrailāsaurāṣṭrayativiṣātvacaḥ||138||  madhuśigrośca bījāni mūrvā parpaṭakastathā|  taccūrṇaṃ madhunā lehyaṃ peyaṃ madyairjalena vā||139||  hṛtpāṇḍugrahaṇīrogagulmaśūlārucijvarān|  kāmalāṃ sannipātaṃ ca mukharogāṃśca nāśayet||140||  iti kirātādyaṃ cūrṇam,"The six Granthas, previously treated by the Kiratas, are now being treated with pungent drugs, such as candana and padmakosha, as well as dargvatvak, kutajaphala, musta, yavani, devadaru, and patolanimpapattrailasaurayatvisat, along with their seeds; these, when ground up and mixed with honey, madhu, or alcohol, can cure heart pain, fever, and other ailments, as well as various skin diseases, and even the most severe types of oral diseases. This is the first part of the Kirata treatment.",
452,grahaṇyāṃ śleṣmaduṣṭāyāṃ vamitasya yathāvidhi|  kaṭvamlalavaṇakṣāraistiktaiścāgniṃ vivardhayet||141||,"In the correct way, one should increase the fire using the kaṭu, amla, lavaṇa, and tikta constituents of something that is to be evacuated , which is afflicted with impure phlegm , in accordance with the method prescribed .",
453,palāśaṃ citrakaṃ cavyaṃ mātuluṅgaṃ harītakīm|  pippalīṃ pippalīmūlaṃ pāṭhāṃ nāgaradhānyakam||142||  kārṣikāṇyudakaprasthe paktvā pādāvaśeṣitam|  pānīyārthaṃ prayuñjīta yavāgūṃ taiśca sādhayet||143||,"Using ingredients such as palāśa, citraka, cavya, mātuluṅga, harītakī, pippalī, pippalīmūla, and pāṭhā, as well as grains like nāgaradhānyaka, first cook the kārṣikā grains near the water's edge. Then, prepare a drink by mixing in barley, and use this for proper sipping and accomplishment.",
454,śuṣkamūlakayūṣeṇa kaulatthenāthavā punaḥ|  kaṭvamlakṣārapaṭunā laghūnyannāni bhojayet||144||  amlaṃ cānu pibettakraṃ takrāriṣṭamathāpi vā|  madirāṃ madhvariṣṭaṃ vā nigadaṃ sīdhumeva vā||145||,"Should one nourish oneself with light foods such as roots stripped of their moisture, or again with those that are bitter, astringent, and pungent in taste, consuming them in small quantities? Or should one sip (drink) wine, superior wine, strong drink, or even a refined and aged alcoholic beverage?",
455,droṇaṃ madhūkapuṣpāṇāṃ viḍaṅgānāṃ tato'rdhataḥ|  citrakasya tato'rdhaṃ syāttathā bhallātakāḍhakam||146||  mañjiṣṭhāṣṭapalaṃ [32] caiva tridroṇe'pāṃ vipācayet|  droṇaśeṣaṃ tu tacchītaṃ madhvardhāḍhakasaṃyutam||147||  elāmṛṇālāgurubhiścandanena ca rūṣite|  kumbhe māsasthitaṃ jātamāsavaṃ taṃ prayojayet||148|| grahaṇīṃ dīpayatyeva bṛṃhaṇaḥ [33] kaphapittajit|  śothaṃ kuṣṭhaṃ kilāsaṃ ca pramehāṃśca praṇāśayet||149||  iti madhūkāsavaḥ,"Prepare in a pot a mixture of the following: three-fourths of a drona measure of madhūka flowers, citraka flowers, bhallātakāḍhaka, a quarter each of mṛṇāla and aguru; add to it a month-old āsava measure. Apply this mixture to the affected area to reduce kapha, pitta, and disorders like grahaṇī, shotha, kuṣṭha, kilāsa, and pramehā. This is the recipe for madhūkāsava.",
456,madhūkapuṣpasvarasaṃ śṛtamardhakṣayīkṛtam|  kṣaudrapādayutaṃ śītaṃ pūrvavat sannidhāpayet||150||  taṃ piban grahaṇīdoṣāñjayet sarvān hitāśanaḥ|  tadvaddrākṣekṣukharjūrasvarasānāsutān [34] pibet||151||,"Having extracted the essence from Madhūka-puṣpa flowers, one should prepare a cool concoction, mixed equally with water. The benevolent one should administer this to others, thereby eliminating all digestive ailments. They too should consume it, along with their offspring, after squeezing out the juice from sugarcane.",
457,prasthau durālabhāyā dvau pasthamāmalakasya ca|  dantīcitrakamuṣṭī [35] dve pratyagraṃ cābhayāśatam||152||  caturdroṇe'mbhasaḥ paktvā śītaṃ droṇāvaśeṣitam|  saguḍadviśataṃ pūtaṃ madhunaḥ kuḍavāyutam||153||  tadvat priyaṅgoḥ pippalyā viḍaṅgānāṃ ca cūrṇitaiḥ|  kuḍavairghṛtakumbhasthaṃ pakṣājjātaṃ tataḥ pibet||154||  grahaṇīpāṇḍurogārśaḥkuṣṭhavīsarpamehanut|  svaravarṇakaraścaiṣa raktapittakaphāpahaḥ||155||  iti durālabhāsavaḥ,"Having cooked four handfuls of rice in a pot with water, strain off the excess; mix it with one hundred and twenty grains of sugar and ghee from a pot. This drink, made of pippali and dried ginger processed together, should be consumed. It alleviates disorders such as grahaṇī, pāṇḍu, roga, arśa, kuṣṭha, vīsarpa, meha, and eliminates rakta, pitta, and kapha doshas. This truly is the hard-to-find elixir.",
458,haridrā pañcamūle dve vīrarṣabhakajīvakam|  eṣāṃ [36] pañcapalān bhāgāṃścaturdroṇe'mbhasaḥ pacet||156||  droṇaśeṣe rase pūte guḍasya dviśataṃ bhiṣak|  cūrṇitān kuḍavārdhāṃśān prakṣipecca samākṣikān||157||  priyaṅgumustamañjiṣṭhāviḍaṅgamadhukaplavān|  lodhraṃ śābarakaṃ caiva māsārdhasthaṃ pibettu tam||158||  eṣa mūlāsavaḥ siddho dīpano raktapittajit|  ānāhakaphahṛdrogapāṇḍurogāṅgasādanut||159||  iti mūlāsavaḥ,"With the remaining dough ball, the physician should cook in four droṇas of clarified butter the portions of five ingredients each, in two sets. Once this mixture is purified and strained, he should add a concoction of priyangu, musta, mañjiṣṭhā, viḍaṅga, madhuka plavān, lodhram, and śābarakam. This mūlāsava, now potent and raktapitta-defeating, eliminates impurities related to kapha in the heart, pāṇḍura in the skin, and gāṅgasāda in the body. Thus is prepared the mūlāsava elixir.",
459,prāsthikaṃ [37] pippalīṃ piṣṭvā guḍaṃ madhyaṃ bibhītakāt|  udakaprasthasaṃyuktaṃ yavapalle nidhāpayet||160||  tasmāt palaṃ sujātāttu salilāñjalisaṃyutam|  pibetpiṇḍāsavo hyeṣa rogānīkavināśanaḥ||161||  svastho'pyenaṃ pibenmāsaṃ naraḥ snigdharasāśanaḥ [38] |  icchaṃsteṣāmanutpattiṃ rogāṇāṃ ye'tra kīrtitāḥ||162|| iti piṇḍāsavaḥ,"Therefore, one should drink this *pinda-asava*, which, being prepared by mixing well-ground sugar, jujube paste, and water in joined palms, is a most wholesome beverage that destroys diseases. Even a healthy person who regularly consumes unctuous foods should drink it once a month as a preventative measure, for such diseases as have been mentioned. This *pinda-asava* is so called.",
460,nave pippalimadhvākte kalase'gurudhūpite|  madhvāḍhakaṃ jalasamaṃ cūrṇānīmāni dāpayet||163||  kuḍavārdhaṃ viḍaṅgānāṃ pippalyāḥ kuḍavaṃ tathā|  caturthikāṃśāṃ tvakkṣīrīṃ keśaraṃ maricāni ca||164||  tvagelāpatrakaśaṭīkramukātiviṣāghanān|  hareṇvelvālutejohvāpippalīmūlacitrakān||165||  kārṣikāṃstat sthitaṃ māsamata ūrdhvaṃ prayojayet|  mandaṃ sandapayatyagniṃ karoti viṣamaṃ samam||166||  hṛtpāṇḍugrahaṇīrogakuṣṭhārśaḥśvayathujvarān|  vātaśleṣmāmayāṃścānyānmadhvariṣṭo vyapohati||167||  iti madhvariṣṭaḥ,"In the current context, one should offer a mixture, known as madhvariṣṭaḥ, in a water-infused pot containing fresh pippali (long pepper) and madhva (honey). This mixture includes crushed samit (unbroken rice grains), powders from kuḍava (black pepper), viḍaṅgānām (cloves), pippalyāḥ (long pepper), kuḍavam (black pepper), tvakkṣīrīm (cinnamon), keśaram (cardamom), and maricāni (dry ginger). Additionally, it contains saffron strands, roots of pippalī, tejohva, and citraka plants, tree barks, costus, herbs promoting digestion, and other similar herbs. This concoction treats various ailments, such as heart diseases, cough, fever, indigestion, and those caused by vāta (wind), śleṣma (phlegm), or āma (toxins).",
461,samūlāṃ pippalīṃ kṣārau dvau pañca lavaṇāni ca|  mātuluṅgābhayārāsnāśaṭīmaricanāgaram||168||  kṛtvā samāṃśaṃ taccūrṇaṃ pibet prātaḥ sukhāmbunā|  śleṣmike grahaṇīdoṣe balavarṇāgnivardhanam||169||  etairevauṣadhaiḥ siddhaṃ sarpiḥ peyaṃ samārute|,"Having crushed and mixed together the dried root of pippalí, two kinds of kshára, five salty substances, mātuluṅga, abhayārāsnāśaṭīmari, and nāgaram, one should drink this concoction in the morning, combined with a pleasant beverage made of water. This mixture effectively treats kapha and agni imbalances. With these medicinal ingredients, clarified butter is indeed prepared.",
462,gaulmike ṣaṭpalaṃ proktaṃ bhallātakaghṛtaṃ ca yat||170||,"In the Gaumika tradition, the measurement for Bhallataka poison has been mentioned as six palm lengths.",
463,biḍaṃ kālotthalavaṇaṃ sarjikāyavaśūkajam|  saptalāṃ kaṇṭakārīṃ ca citrakaṃ ceti dāhayet||171||  saptakṛtvaḥ srutasyāsya kṣārasya [39] dvyāḍhakena tu|  āḍhakaṃ sarpiṣaḥ paktvā pibedagnivivardhanam||172||  iti kṣāraghṛta,"The one who has understanding should ignite and cause to burn with a fire fueled by ghee produced from the churning of seven measures of water, mixed with salt, sarjikaa, vasuka, and jama substances, as well as the citraka plant; this process should be repeated seven times. Drinking the ghee left over after boiling curdled milk aids in enhancing the digestive fire.",
464,samūlāṃ pippalīṃ pāṭhāṃ cavyendrayavanāgaram|  citrakātiviṣe hiṅgu śvadaṃṣṭrāṃ kaṭurohiṇīm||173||  vacāṃ ca kārṣikaṃ pañcalavaṇānāṃ palāni ca|  dadhnaḥ prasthadvaye tailasarpiṣoḥ kuḍavadvaye||174||  khaṇḍīkṛtāni niṣkvāthya śanairantargate rase|  antardhūmaṃ tato dagdhavā cūrṇaṃ kṛtvā ghṛtāplutam||175||  pibet pāṇitalaṃ tasmiñjīrṇe syānmadhurāśanaḥ|  vātaśleṣmāmayānsarvānhanyādviṣagarāṃśca saḥ||176||,"Consuming the powdered dry fruits of Pippalii and Samula, along with a mixture of five salty flavors, one should evenly grind and mix clarified butter into well-cooked, dried, and crushed remnants of curd that have been reduced by fire, then cooked in their own smoke, burned, and reduced to ashes. One should drink this concoction in small amounts, as it destroys all ailments caused by wind and phlegm, sweetens the food, and eliminates poisonous substances.",
465,bhallātakaṃ trikaṭukaṃ triphalāṃ lavaṇatrayam| antardhūmaṃ dvipalikaṃ gopurīṣāgninā dahet||177||  sa kṣāraḥ sarpiṣā pīto bhojye vā'pyavacūrṇitaḥ|  hṛtpāṇḍugrahaṇīdoṣagulmodāvartaśūlanut||178||,"The pungent poison, the three-pointed and bitter-tasting fruit, the group of three salts; the internal smoke, the cow dung cake, when offered in fire, consume; the alkali, when mixed with ghee or consumed in food, that which causes burning in the heart, removal of phlegm, bile, and intestinal worms – all these completely destroy.",
466,durālabhāṃ karañjau dvau saptaparṇaṃ savatsakam|  ṣaḍgranthāṃ madanaṃ mūrvāṃ pāṭhāmāragvadhaṃ tathā||179||  gomūtreṇa samāṃśāni kṛtvā cūrṇāni dāhayet|  dagdhvā ca taṃ pibet kṣāraṃ grahaṇībalavardhanam||180||,"Securely acquire these two *karanj* flowers and the *savatsaka* plant with seven leaves, as well as the *madana* herb, characterized by its six bundles, and the *murcha* plant. Having ground them together with cow’s urine, reduce them to ashes; then consume those ashes, which bolster digestive capacity.",
467,bhūnimbaṃ rohiṇīṃ tiktāṃ paṭolaṃ nimbaparpaṭam|  dahenmāhiṣamūtreṇa kṣāra eṣo'gnivardhanaḥ||181||,"This alkaline *bhūnimba* and bitter *rohiṇī*, as well as *paṭola* and sour *nimba-parpaṭa*, when combined with the emission of a male animal's ""dahenmāhiṣa"" and the alkali *kṣāra*, enhance the strength of the *agni*.",
468,dve haridre vacā kuṣṭhaṃ citrakaḥ kaṭurohiṇī|  mustaṃ ca bastamūtreṇa dahet kṣāro'gnivardhanaḥ||182||,"With turmeric (haridre) and black cumin seeds (kustham), as well as citraka, kaṭu, and rohiṇī, musta being the two ingredients; when cooked together with bastamūtreṇa, it can eliminate kṣāra and increase the heat of agni.",
469,catuṣpalaṃ sudhākāṇḍāttripalaṃ lavaṇatrayāt|  vārtākīkuḍavaṃ cārkādaṣṭau dve citrakāt pale||183||  dagdhāni vārtākurase guṭikā bhojanottarāḥ|  bhuktaṃ bhuktaṃ pacantyāśu kāsaśvāsārśasāṃ hitāḥ||184||  visūcikāpratiśyāyahṛdrogaśamanāśca tāḥ|  ityeṣā kṣāraguṭikā kṛṣṇātreyeṇa kīrtitā||185||  iti kṣāraguḍikā,"The medicinal preparation, known as vārtākīkuḍava, is made from four ingredients, including sugar and three types of salt. It is advised to quickly consume it after mixing with water, as this has been proven to alleviate Kapha-related ailments such as diarrhea, cough, and dyspnea. This preparation, referred to as kṣāraguṭikā, has been described in the Ātreya text and is known to prevent and cure hydropsy symptoms.",
470,vatsakātiviṣe pāṭhāṃ duḥsparśāṃ hiṅgu citrakam|  cūrṇīkṛtya palāśāgrakṣāre mūtrasrute pacet||186||  āyase bhājane sāndrāttasmāt [40] kolaṃ sukhāmbunā|  madyairvā grahaṇīdoṣaśothārśaḥpāṇḍumān pibet||187||  iti caturthakṣāraḥ,"After milking the calf, one should churn curd using a citraka wood pestle and, having finely crushed palasha tree bark, mix it with water containing urine and cook it. Then, on the fourth day of this process, strain the liquid through a kola plant filter, smoothened with sukhambu juice, and let an alcohol-free person drink it to remove any impurities caused by alcohol. (186-187)",
471,triphalāṃ kaṭabhīṃ cavyaṃ bilvamadhyamayorajaḥ|  rohiṇīṃ kaṭukāṃ mustaṃ kuṣṭhaṃ pāṭhāṃ ca hiṅgu ca||188||  madhukaṃ muṣkakayavakṣārau trikaṭukaṃ vacām|  viḍaṅgaṃ pippalīmūlaṃ svarjikāṃ nimbacitrakau||189||  mūrvājamodendrayavān guḍūcīṃ devadāru ca|  kārṣikaṃ lavaṇānāṃ ca pañcānāṃ palikānpṛthak||190||  bhāgān dadhni trikuḍave ghṛtatailena mūrcchitam|  antardhūmaṃ śanairdagdhvā tasmāt pāṇitalaṃ pibet||191||  sarpiṣā kaphavātārśograhaṇīpāṇḍurogavān|  plīhamūtragrahaśvāsahikkākāsakrimijvarān||192||  śoṣātisārau śvayathuṃ pramehānāhahṛdgrahān|  hanyāt sarvaviṣaṃ [41] caiva kṣāro'gnijanano varaḥ||193||  jīrṇe rasairvā madhurairaśnīyāt payasā'pi vāiti pañcamakṣāraḥ,"Consuming a mixture of the three fruits, namely kaṭabhī, cavya, and bilva, together with the juices of madhyamaya, rohiṇī, musta, kuṣṭha, pāṭhā, hiṅgu, madhuka, muṣkakayavakṣarau, trikaṭukam, vacam, viḍaṅga, pippalīmūla, nimba, and citraka, combined with powdered forms of mūrvā, indra, guḍūcī, devadāru, kārṣika, and lavaṇānām, each in equal parts, taken with ghee and milk when digestive fires are subdued, purifies the body by eliminating all impurities, phlegm, wind, bile, piles, urinary disorders, cough, hiccoughs, and fevers. It destroys all toxins and cures old age and diseases caused by imbalances in the three doshas: kapha, vāta, and pitta. The fifth kṣāra, prepared from the juices of madhura fruits, is beneficial when consumed along with payasā.",
472,tridoṣe vidhividvaidyaḥ pañca karmāṇi kārayet||194||  ghṛtakṣārāsavāriṣṭān dadyāccāgnivivardhanān|  kriyā yā cānilādīnāṃ nirdiṣṭā grahaṇīṃ prati||195||  vyatyāsāttāṃ samastāṃ vā kuryāddoṣaviśeṣavit|,"In the context of the three doshas, the specialist should perform five treatments: ghee, kshara, asava, and arishta should be administered; furthermore, those that are suitable for conditions like vata should be prescribed; one who is knowledgeable about the specifics of dosha should cause all relevant treatments or only the appropriate ones to be implemented.",
473,snehanaṃ svedanaṃ śuddhirlaṅghanaṃ dīpanaṃ ca yat||196||  cūrṇāni lavaṇakṣāramadhvariṣṭasurāsavāḥ|  vividhāstakrayogāśca dīpanānāṃ ca sarpiṣām||197||  grahaṇīrogibhiḥ sevyāḥ,"The measures that rejuvenate consist of sweat-inducing and oleation , as well as purification , ingestion , and stimulation . These can be achieved through various combinations of powders , salts , alkalis , fermented liquors , and other substances . Furthermore, ghee can be employed in various ways for stimulation. Such treatments should be administered by those skilled in managing the relevant orifices and their functions.",
474,kriyāṃ cāvasthikīṃ śṛṇu|  ṣṭhīvanaṃ ślaiṣmike rūkṣaṃ dīpanaṃ tiktasaṃyutam||198||,"Listen to the specified persistent action: stiffening, associated with cold and pungent qualities, and characterized by inflaming .",
475,sakṛdrūkṣaṃ sakṛtsnigdhaṃ kṛśe bahukaphe hitam|  parīkṣyāmaṃ śarīrasya dīpanaṃ snehasaṃyutam||199||,"We will carefully inspect whether the body's illumination has been accomplished, having been once touched by dryness or made moist, being in a state of emaciation or abundant phlegm, and being associated with affection.",
476,dīpanaṃ bahupittasya tiktaṃ madhurasaṃyutam| bahuvātasya tu snehalavaṇāmlayutaṃ hitam||200||,"The stimulant of numerous substances, made pungent through refinement, blended with sweetness, advantageous for those with an excess of the wind humor, and combined with tastes such as sour, salty, and astringent.",
477,sandhukṣati tathā vahnireṣāṃ vidhivadindhanaiḥ| snehameva paraṃ vidyāddurbalānaladīpanam||201||,"""The fire, in this manner, is properly kindled using fuel , for it is the ultimate knowledge to harbor compassion even for the weakened flame , as should be done .""",
478,nālaṃ snehasamiddhasya śamāyānnaṃ sugurvapi|  mandāgniravipakvaṃ tu purīṣaṃ yo'tisāryate||202||  dīpanīyauṣadhairyuktāṃ ghṛtamātrāṃ pibettu saḥ| tayā samānaḥ pavanaḥ prasanno [42] mārgamāsthitaḥ||203|| agneḥ samīpacāritvādāśu prakurute balam|,"For an emotionally uncontrolled person, even a modest amount of well-cooked food is hard to digest; if they consume an equal quantity of ghee mixed with medicinal herbs, as their own strength, their bodily purification and enhancement will occur, and they will swiftly gain strength from staying near Agni's fire.",
479,kāṭhinyādyaḥ purīṣaṃ tu kṛcchrānmuñcati mānavaḥ||204||  saghṛtaṃ lavaṇairyuktaṃ naro'nnāvagrahaṃ pibet|,"A man should release, with effort, a hard stool; a person should consume, without initial aversion, a mixture softened with salt.",
480,raukṣyānmande pibetsarpistailaṃ vā dīpanairyutam||205||,"In the dim light, one should let him/her sip sesame oil as a drink, illuminated by wicks.",
481,atisnehāttu mande'gnau cūrṇāriṣṭāsavā hitāḥ|  bhinne gudopalepāttu male tailasurāsavāḥ||206||,"Even a small quantity of fuel, when handled with utmost care in a damp fire, can produce a potent brew; similarly, a broken pot filled with ghee, oil, and sura, if left unattended, can cause harm.",
482,udāvartāttu mande'gnau nirūhāḥ snehabastayaḥ|  doṣavṛddhyā tu mande'gnau śuddho doṣavidhiṃ caret||207||,"In a weakened fire, one should initially hold back fuels impregnated with affection; when faults grow, the pure one should cautiously adhere to the prescribed method for purification.",
483,vyādhiyuktasya mande tu sarpirevāgnidīpanam|  upavāsācca mande'gnau yavāgūbhiḥ pibedghṛtam||208||  annāvapīḍitaṃ balyaṃ dīpanaṃ bṛṃhaṇaṃ ca tat|,"For a person who is weakened by disease, just as one offers fuel to a debilitated snake, so too should they sip ghee, cooked in a fire made from barley grains; for such a restricted diet nourishes and enhances the strength of that weakened one.",
484,dīrghakālaprasaṅgāttu kṣāmakṣīṇakṛśānnarān||209||  prasahānāṃ rasaiḥ sāmlairbhojayet piśitāśinām|  laghu tīkṣṇoṣṇaśodhitvāddīpayantyāśu te'nalam||210||  māṃsopacitamāṃsatvāttathā''śutarabṛṃhaṇāḥ|,"Prolonged association causes tolerance even towards harsh bitterness in the uncultured; one should feed such individuals, characterized by roughness, with well-prepared meats, for this quickly enhances their nourishment, increasing their sharpness and warmth.",
485,nābhojanena kāyāgnirdīpyate nātibhojanāt||211||  yathā nirindhano vahniralpo vā'tīndhanāvṛtaḥ|,"The body of a person does not get ignited by eating sparingly, nor does it do so by overeating. Just like a fire, whether it is poorly fed or well-fed, becomes intense when enveloped by fuel, it is similar in the case of the body.",
486,snehānnavidhibhiścitraiścūrṇāriṣṭasurāsavaiḥ  ||212||  samyakprayuktairbhiṣajā balamagneḥ pravardhate|  yathā hi sāradārvagniḥ sthiraḥ santiṣṭhate ciram||213||,"The strength of a person is effectively increased through the skillful use of medicines, made from pure and carefully chosen ingredients, by physicians. Similarly, the autumnal fire remains steadfast for a prolonged period.",
487,snehānnavidhibhistadvadantaragnirbhavet sthiraḥ|  hitaṃ jīrṇe mitaṃ cāśnaṃściramārogyamaśnute||214||  avaiṣamyeṇa dhātūnāmagnivṛddhau yateta nā|  samairdoṣaiḥ samo madhye dehasyoṣmā'gnisaṃsthitaḥ||215||  pacatyannaṃ tadārogyapuṣṭyāyurbalavṛddhaye|  doṣairmando'tivṛddho vā viṣamairjanayedgadān||216||  vācyaṃ mandasya tatroktamativṛddhasya vakṣyate|,"With a mind steady and similar to a fire, controlled by affection for suitable foods, one attains lasting health as time progresses. When the digestive fire, situated in the body's core, is balanced, it properly digests food, promoting health, strength, and growth. However, if this fire becomes excessively aggravated or diminished due to unbalanced factors, it may produce adverse effects on the body. This has been stated in reference to a weakened state, and further discussion will follow regarding an excessively heated condition.",
488,nare kṣīṇakaphe pittaṃ kupitaṃ mārutānugam||217||  svoṣmaṇā pāvakasthāne balamagneḥ prayacchati|  tadā labdhabalo dehe virūkṣe sānilo'nalaḥ||218||  paribhūya pacatyannaṃ taikṣṇyādāśu muhurmuhuḥ|  paktvā'nnaṃ sa tato dhātūñchoṇitādīn pacatyapi||219||,"In the presence of a person whose bile has been depleted in the damaged stomach, angry wind follows. Gaining strength in the body, just as a fire placed in its proper fuel, it thoroughly and quickly consumes food. Thereupon, it digests even the humors such as blood, and so on.",
489,tato daurbalyamātaṅkānmṛtyuṃ copanayennaram|  bhukte'nne labhate śāntiṃ jīrṇamātre pratāmyati||220||  tṛṭśvāsadāhamūrcchādyā vyādhayo'tyagnisambhavāḥ|  tamatyagniṃ gurusnigdhaśītairmadhuravijjalaiḥ||221||  annapānairnayecchāntiṃ dīptamagnimivāmbubhiḥ|  muhurmuhurajīrṇe'pi bhojyānyasyopahārayet||222||  nirindhano'ntaraṃ labdhvā yathainaṃ na vipādayet|,"From this, one should guide a weakened individual toward strength and lead them away from fear of death and impending mortality. By eating in moderation, they will attain peace. Through cool and soothing actions of the guru, one can alleviate afflictions such as hiccups, fainting, etc., which arise from an imbalance of bodily fire. Just as rain extinguishes a blazing fire, one should consume food and drink in small quantities, even if hungry, to prevent aggravating the condition. Once fully recovered, one should gradually return to their normal diet.",
490,pāyasaṃ kṛśarāṃ snigdhaṃ paiṣṭikaṃ guḍavaikṛtam||223||  adyāttathaudakānūpapiśitāni bhṛtāni ca|  matsyānviśeṣataḥ ślakṣṇānsthiratoyacarāṃstathā||224||  āvikaṃ ca bhṛtaṃ māṃsamadyādatyagnināśanam [46] |,"Today, prepare a thin and smoothly cooked rice pudding, made with ingredients that are easily digestible, as specified. Also, cook separately specifically tender fish that does not dwell in water, and offer both as sacred gifts.",
491,yavāgūṃ samadhūcchiṣṭāṃ ghṛtaṃ vā kṣudhitaḥ pibet||225||  godhūmacūrṇamanthaṃ vā vyadhayitvā sirāṃ pibet|  payo vā śarkarāsarpirjīvanīyauṣadhaiḥ śṛtam||226||,"Even when hungry, one may sip either the consecrated gruel or ghee that has been offered, or, after churning and straining, the water derived from boiled barley; or, one may drink milk, sugar, or ghee, or medicinal decoctions prepared with herbs.",
492,phalānāṃ tailayonīnāmutkruñcāśca [47] saśarkarāḥ|  mārdavaṃ janayantyagneḥ snigdhā māṃsarasāstathā||227||,"The churning of milkmanufactures cream and butter, while fire, when applied, similarly generates suppleness and tenderness in meat.",
493,pibecchītāmbunā sarpirmadhūcchiṣṭena saṃyutam|  godhūmacūrṇaṃ payasā sasarpiṣkaṃ pibennaraḥ||228||  ānūparasasiddhān vā trīn snehāṃstailavarjitān|  payasā sammitaṃ [48] cāpi ghanaṃ trisnehasaṃyutam||229||  nāristanyena saṃyuktāṃ pibedaudumbarīṃ tvacam|  tābhyāṃ vā pāyasaṃ siddhamadyādatyagniśāntaye||230||,"One should drink milk, mixed with honey and a liquid prepared from madhūka, that is uncontaminated and increased threefold with the addition of a snehana, as well as ghee, for soothing the stomach. Alternatively, one may drink rice, previously washed in water, mixed with milk, or payasam, for appeasing the internal fire.",
494,śyāmātrivṛdvipakvaṃ vā payo dadyādvirecanam|  asakṛt pittaśāntyarthaṃ pāyasapratibhojanam||231||  prasamīkṣya bhiṣak prājñastasmai dadyādvidhānavit|,"Upon observing someone who has consistently taken for quelling bile, milk ripened from the black myrobalan tree, an expert physician should give (him) the appropriate remedy.",
495,yatkiñcinmadhuraṃ medyaṃ śleṣmalaṃ gurubhojanam||232||  sarvaṃ tadatyagnihitaṃ bhuktvā prasvapanaṃ divā|  medyānyannāni yo'tyagnāvapratāntaḥ [49] samaśnute||233||  na tannimittaṃ vyasanaṃ labhate puṣṭimeva ca|  kaphe vṛddhe jite pitte mārute cānalaḥ samaḥ||234||,"Consuming anything, though sweet and unctuous/oily, heavy, and beneficial, abandon all of that upon retiring for the day; instead, consume foods that are lighter and more astringent. This practice neither brings about adversity nor does it hinder nourishment, just as when a cucumber overgrows, a cooker boils, a gourd ripens, milk churns into butter, or when the wind blows equally against a burning flame.",
496,bhavanti cātra  pathyāpathyamihaikatra bhuktaṃ samaśanaṃ matam||235||  viṣamaṃ bahu vā'lpaṃ vā'pyaprāptātītakālayoḥ|  bhuktaṃ pūrvānnaśeṣe tu punaradhyaśanaṃ matam||236||  trīṇyapyetāni mṛtyuṃ vā ghorān vyādhīnsṛjanti vā|,"Here, some are proper to adopt and others are inappropriate to be consumed or followed; this is the established norm . Both abundant or scanty portions, if not previously enjoyed or expired , are considered improper to consume at an inappropriate time . Any leftover food from a previous meal should be consumed; otherwise, it is advised to eat again . These three actions could lead to encountering one of the two dreadful forms of death: either bringing about a sudden death or creating severe diseases .",
